--------- beginning of main
06-12 23:20:28.576 W/ServerBootstrap(21098): Unknown channel option 'SO_KEEPALIVE' for channel '[id: 0x5c9caeec]'
06-12 23:20:28.578 W/ServerBootstrap(21098): Unknown channel option 'TCP_NODELAY' for channel '[id: 0x5c9caeec]'
06-12 23:20:28.580 I/chatty  (  403): uid=0(root) DK-SiCntrl expire 202 lines
--------- beginning of kernel
06-12 23:20:30.011 W/[ 3397.131357@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1863
06-12 23:20:30.539 D/[ 3397.654446@2]  logd(    0): logdr: UID=0 GID=0 PID=21191 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 23:20:30.547 D/[ 3397.666533@2]  logd(    0): Skipping 4294967295 entries from slow reader, pid 21191, from LogBuffer::kickMe()
--------- beginning of system
06-12 23:20:30.946 I/ActivityTaskManager(  637): START u0 {flg=0x10000000 cmp=in.startv.hotstar/com.hotstar.MainActivity} from uid 0
06-12 23:20:50.236 V/DigitalSignage(  637): Bottom: 0
06-12 23:20:50.240 D/DigitalSignage(  637): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 23:20:50.240 V/DigitalSignage(  637): Package Name: null
06-12 23:20:50.240 V/DigitalSignage(  637): Left: 0
06-12 23:20:50.240 V/DigitalSignage(  637): Right: 0
06-12 23:20:50.240 V/DigitalSignage(  637): Top: 0
06-12 23:20:50.240 V/DigitalSignage(  637): Bottom: 0
06-12 23:20:50.240 D/DigitalSignage(  637): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 23:20:50.333 W/WindowManager(  637): removeWindowToken: Attempted to remove non-existing token: android.os.Binder@a81d7ee
06-12 23:20:50.342 V/DigitalSignage(  637): Package Name: null
06-12 23:20:50.342 V/DigitalSignage(  637): Left: 0
06-12 23:20:50.342 V/DigitalSignage(  637): Right: 0
06-12 23:20:50.342 V/DigitalSignage(  637): Top: 0
06-12 23:20:50.342 V/DigitalSignage(  637): Bottom: 0
06-12 23:20:50.342 D/DigitalSignage(  637): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 23:20:50.342 V/DigitalSignage(  637): Package Name: null
06-12 23:20:50.342 V/DigitalSignage(  637): Left: 0
06-12 23:20:50.342 V/DigitalSignage(  637): Right: 0
06-12 23:20:50.342 V/DigitalSignage(  637): Top: 0
06-12 23:20:50.342 V/DigitalSignage(  637): Bottom: 0
06-12 23:20:50.343 D/DigitalSignage(  637): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 23:20:50.354 I/ActivityManager(  637): Force stopping io.appium.uiautomator2.server appid=10096 user=0: finished inst
06-12 23:20:50.357 I/ActivityManager(  637): Killing 21098:io.appium.uiautomator2.server/u0a96 (adj 0): stop io.appium.uiautomator2.server due to finished inst
06-12 23:20:50.403 I/[ 3417.523881@3]  binder(    0): undelivered TRANSACTION_COMPLETE
06-12 23:20:50.403 I/[ 3417.523899@3]  binder(    0): undelivered transaction 1967259, process died.
06-12 23:20:50.439 V/DigitalSignage(  637): Package Name: null
06-12 23:20:50.439 V/DigitalSignage(  637): Left: 0
06-12 23:20:50.439 V/DigitalSignage(  637): Right: 0
06-12 23:20:50.439 V/DigitalSignage(  637): Top: 0
06-12 23:20:50.439 V/DigitalSignage(  637): Bottom: 0
06-12 23:20:50.439 D/DigitalSignage(  637): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 23:20:50.578 I/ActivityManager(  637): Force stopping io.appium.uiautomator2.server appid=10096 user=0: from pid 21568
06-12 23:20:50.584 I/ActivityManager(  637): Force stopping io.appium.uiautomator2.server.test appid=10095 user=0: from pid 21567
06-12 23:20:51.104 F/linker  (21601): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:20:54.231 W/[ 3421.348777@2]  RTW(    0): Turbo EDCA =0xa42b
06-12 23:20:54.423 W/[ 3421.541665@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3381
06-12 23:20:56.104 F/linker  (21611): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:20:56.245 W/[ 3423.364741@1]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 23:20:59.479 W/[ 3426.597250@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3653
06-12 23:21:01.105 F/linker  (21621): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:04.615 W/[ 3431.732977@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3945
06-12 23:21:06.113 F/linker  (21635): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:06.327 W/[ 3433.444774@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 4018
06-12 23:21:06.483 W/[ 3433.604121@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 4022
06-12 23:21:07.471 W/[ 3434.590553@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 4090
06-12 23:21:07.607 W/[ 3434.724638@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3
06-12 23:21:09.063 W/[ 3436.182021@0]  RTW(    0): cfg80211_rtw_scan(wlan0)
06-12 23:21:09.064 W/[ 3436.182180@0]  RTW(    0): cfg80211_rtw_scan (wlan0) tx:112, rx:35, bi:147 kbps, disallow(0)
06-12 23:21:09.067 W/[ 3436.187627@1]  RTW(    0): [HW_VAR_CHECK_TXBUF] Empty in 0 ms
06-12 23:21:09.067 W/[ 3436.187721@1]  RTW(    0): wlan0 sleep m0=0x00000003, ori reg_0x4d4=0x00000000
06-12 23:21:09.759 W/[ 3436.876914@0]  RTW(    0): LeaveAllPowerSaveModeDirect.....
06-12 23:21:09.759 W/[ 3436.876936@0]  RTW(    0): LeaveAllPowerSaveModeDirect: Driver Already Leave LPS
06-12 23:21:09.759 W/[ 3436.876953@0]  RTW(    0): rtw_hal_set_macaddr_port wlan0- hw port(0) mac_addr =a8:71:16:66:28:c6
06-12 23:21:09.759 W/[ 3436.877298@0]  RTW(    0): wlan0- hw port(0) mac_addr =a8:71:16:66:28:c6
06-12 23:21:09.759 W/[ 3436.877455@0]  RTW(    0): p2p0- hw port(1) mac_addr =aa:71:16:66:28:c6
06-12 23:21:09.767 W/[ 3436.887457@1]  RTW(    0): wlan0 wakeup m0=0x00000003, ori reg_0x4d4=0x00000003
06-12 23:21:09.767 W/[ 3436.888522@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 107
06-12 23:21:09.767 W/[ 3436.888530@3]  RTW(    0): survey done event(3d) band:0 for wlan0
06-12 23:21:09.771 W/        (    0): [ 3436.888623@3]  ========== ACS (VER-3) ==========
06-12 23:21:09.771 W/        (    0): [ 3436.888647@3]  Best 24G Channel:3
06-12 23:21:09.771 W/        (    0): [ 3436.888668@3]  Best 5G Channel:40
06-12 23:21:09.771 W/        (    0): [ 3436.888668@3]
06-12 23:21:09.771 W/[ 3436.888780@3]  RTW(    0): rtw_indicate_scan_done(wlan0)
06-12 23:21:11.116 F/linker  (21662): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:14.722 W/[ 3441.842891@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 378
06-12 23:21:16.125 F/linker  (21675): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:18.423 W/[ 3445.540750@3]  RTW(    0): Turbo EDCA =0xa42b
06-12 23:21:19.811 W/[ 3446.931874@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 699
06-12 23:21:21.124 F/linker  (21684): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:22.455 W/[ 3449.572661@3]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 23:21:24.875 W/[ 3451.993788@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 943
06-12 23:21:26.132 F/linker  (21699): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:29.963 W/[ 3457.082560@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1190
06-12 23:21:31.138 F/linker  (21708): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:35.043 W/[ 3462.162326@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1437
06-12 23:21:36.149 F/linker  (21722): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:40.135 W/[ 3467.253459@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1733
06-12 23:21:41.159 F/linker  (21734): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:43.447 W/[ 3470.564599@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1918
06-12 23:21:44.631 W/[ 3471.748581@3]  RTW(    0): Turbo EDCA =0xa42b
06-12 23:21:44.991 W/[ 3472.110327@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2073
06-12 23:21:46.162 F/linker  (21748): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:46.647 W/[ 3473.764562@0]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 23:21:49.255 W/[ 3476.373427@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2300
06-12 23:21:49.335 W/[ 3476.452549@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2304
06-12 23:21:49.459 W/[ 3476.577995@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2308
06-12 23:21:49.491 W/[ 3476.612203@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2312
06-12 23:21:51.169 F/linker  (21764): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:54.335 W/[ 3481.452878@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2581
06-12 23:21:56.179 F/linker  (21774): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:21:59.383 W/[ 3486.502811@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2847
06-12 23:22:01.184 F/linker  (21787): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:04.463 W/[ 3491.582396@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3107
06-12 23:22:06.188 F/linker  (21797): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:08.823 W/[ 3495.940718@2]  RTW(    0): Turbo EDCA =0xa42b
06-12 23:22:09.563 W/[ 3496.682263@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3415
06-12 23:22:11.198 F/linker  (21812): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:11.743 W/[ 3498.863005@2]  audit(    0): audit_lost=3528 audit_rate_limit=5 audit_backlog_limit=64
06-12 23:22:11.743 E/[ 3498.863011@2]  audit(    0): rate limit exceeded
06-12 23:22:12.851 W/[ 3499.971097@2]  audit(    0): audit_lost=3646 audit_rate_limit=5 audit_backlog_limit=64
06-12 23:22:12.851 E/[ 3499.971107@2]  audit(    0): rate limit exceeded
06-12 23:22:12.855 W/[ 3499.972864@3]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 23:22:14.643 W/[ 3501.762005@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3671
06-12 23:22:16.202 F/linker  (21822): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:19.447 W/[ 3506.566295@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3908
06-12 23:22:21.201 F/linker  (21836): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:24.571 W/[ 3511.689487@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 65
06-12 23:22:26.204 F/linker  (21846): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:29.687 W/[ 3516.807178@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 327
06-12 23:22:31.212 F/linker  (21860): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:33.014 W/[ 3520.132676@0]  RTW(    0): Turbo EDCA =0xa42b
06-12 23:22:34.287 W/[ 3521.407569@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 559
06-12 23:22:36.217 F/linker  (21869): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:37.047 W/[ 3524.164637@1]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 23:22:39.895 W/[ 3527.016110@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 875
06-12 23:22:41.220 F/linker  (21883): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:44.629 W/[ 3531.748727@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1160
06-12 23:22:44.639 W/[ 3531.758156@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1165
06-12 23:22:46.229 F/linker  (21895): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:49.695 W/[ 3536.813233@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1461
06-12 23:22:51.229 F/linker  (21912): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:54.223 W/[ 3541.341796@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1717
06-12 23:22:56.235 F/linker  (21926): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:22:59.223 W/[ 3546.340629@3]  RTW(    0): Turbo EDCA =0xa42b
06-12 23:22:59.271 W/[ 3546.392270@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2070
06-12 23:23:01.239 W/[ 3548.356626@3]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 23:23:01.239 F/linker  (21935): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:04.331 W/[ 3551.451632@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2322
06-12 23:23:06.249 F/linker  (21949): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:09.407 W/[ 3556.524791@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2548
06-12 23:23:11.252 F/linker  (21958): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:14.483 W/[ 3561.603073@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2800
06-12 23:23:16.258 F/linker  (21973): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:19.543 W/[ 3566.662740@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3069
06-12 23:23:21.267 F/linker  (21983): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:23.415 W/[ 3570.532670@1]  RTW(    0): Turbo EDCA =0xa42b
06-12 23:23:24.611 W/[ 3571.731897@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3390
06-12 23:23:26.272 F/linker  (21997): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:27.447 W/[ 3574.564556@2]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 23:23:29.667 W/[ 3576.784614@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3642
06-12 23:23:31.273 F/linker  (22009): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:34.727 W/[ 3581.844945@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3926
06-12 23:23:36.280 F/linker  (22022): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:39.227 W/[ 3586.346273@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 64
06-12 23:23:41.282 F/linker  (22031): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:44.843 W/[ 3591.961886@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 373
06-12 23:23:46.291 F/linker  (22043): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:49.623 W/[ 3596.740595@3]  RTW(    0): Turbo EDCA =0xa42b
06-12 23:23:49.923 W/[ 3597.043705@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 740
06-12 23:23:51.296 F/linker  (22061): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:23:51.639 W/[ 3598.756585@2]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 23:23:53.006 D/KernelCpuUidUserSysTimeReader(  637): Removing uids 99001-99001
06-12 23:23:54.939 W/[ 3602.057302@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1039
06-12 23:23:56.299 F/linker  (22072): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:24:00.063 W/[ 3607.182083@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1307
06-12 23:24:01.309 F/linker  (22087): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:24:05.111 W/[ 3612.231668@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1567
06-12 23:24:06.309 F/linker  (22096): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:24:09.023 I/UsageStatsService(  637): User[0] Flushing usage stats to disk
06-12 23:24:09.211 W/[ 3616.332083@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1766
06-12 23:24:10.615 W/[ 3617.734457@1]  RTW(    0): cfg80211_rtw_scan(wlan0)
06-12 23:24:10.615 W/[ 3617.734478@1]  RTW(    0): cfg80211_rtw_scan (wlan0) tx:48, rx:26, bi:74 kbps, disallow(0)
06-12 23:24:10.619 W/[ 3617.740074@2]  RTW(    0): [HW_VAR_CHECK_TXBUF] Empty in 0 ms
06-12 23:24:10.619 W/[ 3617.740156@2]  RTW(    0): wlan0 sleep m0=0x00000003, ori reg_0x4d4=0x00000000
06-12 23:24:11.311 W/[ 3618.428986@0]  RTW(    0): LeaveAllPowerSaveModeDirect.....
06-12 23:24:11.311 W/[ 3618.429011@0]  RTW(    0): LeaveAllPowerSaveModeDirect: Driver Already Leave LPS
06-12 23:24:11.311 W/[ 3618.429029@0]  RTW(    0): rtw_hal_set_macaddr_port wlan0- hw port(0) mac_addr =a8:71:16:66:28:c6
06-12 23:24:11.311 W/[ 3618.429378@1]  RTW(    0): wlan0- hw port(0) mac_addr =a8:71:16:66:28:c6
06-12 23:24:11.311 W/[ 3618.429527@1]  RTW(    0): p2p0- hw port(1) mac_addr =aa:71:16:66:28:c6
06-12 23:24:11.318 W/[ 3618.435697@1]  RTW(    0): wlan0 wakeup m0=0x00000003, ori reg_0x4d4=0x00000003
06-12 23:24:11.319 W/[ 3618.436262@2]  RTW(    0): survey done event(45) band:0 for wlan0
06-12 23:24:11.319 W/        (    0): [ 3618.436280@2]  ========== ACS (VER-3) ==========
06-12 23:24:11.319 W/        (    0): [ 3618.436284@2]  Best 24G Channel:3
06-12 23:24:11.319 W/        (    0): [ 3618.436288@2]  Best 5G Channel:40
06-12 23:24:11.319 W/        (    0): [ 3618.436288@2]
06-12 23:24:11.319 W/[ 3618.436363@2]  RTW(    0): rtw_indicate_scan_done(wlan0)
06-12 23:24:11.322 F/linker  (22118): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:24:11.827 W/[ 3618.947614@2]  audit(    0): audit_lost=3648 audit_rate_limit=5 audit_backlog_limit=64
06-12 23:24:11.827 E/[ 3618.947621@2]  audit(    0): rate limit exceeded
06-12 23:24:13.815 W/[ 3620.932611@1]  RTW(    0): Turbo EDCA =0xa42b
06-12 23:24:14.283 W/[ 3621.402528@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2094
06-12 23:24:16.329 F/linker  (22129): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 23:24:17.624 W/ContextImpl( 2115): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1111 android.content.ContextWrapper.sendBroadcast:468 com.jio.stb.rcuupdate.Utility.sendbroadcasttoTR:131 com.jio.stb.rcuupdate.UpdateRcuOtaService$8.run:2065 java.util.TimerThread.mainLoop:562 
06-12 23:24:17.634 W/ContextImpl( 2115): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1111 android.content.ContextWrapper.sendBroadcast:468 com.jio.stb.rcuupdate.Utility.sendbroadcasttoSetting:148 com.jio.stb.rcuupdate.UpdateRcuOtaService$8.run:2066 java.util.TimerThread.mainLoop:562 
06-12 23:24:17.635 I/ActivityManager(  637): Notify Jio SDK Service on crash event
06-12 23:24:17.636 I/DropBoxManagerService(  637): add tag=system_server_wtf isTagEnabled=true flags=0x2
06-12 23:24:17.636 W/ContextImpl( 2115): Calling a method in the system process without a qualified user: android.app.ContextImpl.sendBroadcast:1111 android.content.ContextWrapper.sendBroadcast:468 com.jio.stb.rcuupdate.Utility.sendbroadcasttoLauncher:165 com.jio.stb.rcuupdate.UpdateRcuOtaService$8.run:2067 java.util.TimerThread.mainLoop:562 
