--------- beginning of kernel
06-12 16:33:40.389 E/[ 6295.741928@1]  selinux(    0): SELinux:  Could not stat /sys/kernel/dmabuf/buffers/1457966/attachments: No such file or directory.
06-12 16:33:40.389 E/[ 6295.741946@1]  selinux(    0):  
06-12 16:33:40.389 E/[ 6295.745638@1]  selinux(    0): SELinux:  Could not stat /sys/kernel/dmabuf/buffers/1457968/attachments: No such file or directory.
06-12 16:33:40.389 E/[ 6295.745654@1]  selinux(    0):  
06-12 16:33:40.565 D/[ 6295.919357@3]  logd(    0): logdr: UID=0 GID=0 PID=8154 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 16:33:40.571 D/[ 6295.928255@1]  logd(    0): Skipping 4294967295 entries from slow reader, pid 8154, from LogBuffer::kickMe()
--------- beginning of crash
06-12 16:33:40.707 F/linker  ( 8164): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:33:58.960 V/DigitalSignage(  632): Left: 0
06-12 16:33:58.960 V/DigitalSignage(  632): Right: 0
06-12 16:33:58.960 V/DigitalSignage(  632): Top: 0
06-12 16:33:58.961 V/DigitalSignage(  632): Bottom: 0
06-12 16:33:58.961 D/DigitalSignage(  632): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 16:34:00.723 F/linker  ( 8423): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:00.899 W/[ 6316.252717@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1253
06-12 16:34:03.764 W/[ 6319.117976@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1724
06-12 16:34:05.732 F/linker  ( 8437): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:08.835 W/[ 6324.189485@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2597
06-12 16:34:10.734 F/linker  ( 8454): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:12.680 W/[ 6328.036211@3]  RTW(    0): cfg80211_rtw_scan(wlan0)
06-12 16:34:12.680 W/[ 6328.036233@3]  RTW(    0): cfg80211_rtw_scan (wlan0) tx:344, rx:94, bi:438 kbps, disallow(0)
06-12 16:34:12.696 W/[ 6328.050017@2]  RTW(    0): [HW_VAR_CHECK_TXBUF] Empty in 0 ms
06-12 16:34:12.696 W/[ 6328.050114@2]  RTW(    0): wlan0 sleep m0=0x00000003, ori reg_0x4d4=0x00000000
06-12 16:34:13.387 W/[ 6328.741155@2]  RTW(    0): LeaveAllPowerSaveModeDirect.....
06-12 16:34:13.387 W/[ 6328.741177@2]  RTW(    0): LeaveAllPowerSaveModeDirect: Driver Already Leave LPS
06-12 16:34:13.388 W/[ 6328.741193@2]  RTW(    0): rtw_hal_set_macaddr_port wlan0- hw port(0) mac_addr =a8:71:16:66:28:c6
06-12 16:34:13.388 W/[ 6328.741516@2]  RTW(    0): wlan0- hw port(0) mac_addr =a8:71:16:66:28:c6
06-12 16:34:13.388 W/[ 6328.741761@2]  RTW(    0): p2p0- hw port(1) mac_addr =aa:71:16:66:28:c6
06-12 16:34:13.392 W/[ 6328.745274@3]  RTW(    0): wlan0 wakeup m0=0x00000003, ori reg_0x4d4=0x00000003
06-12 16:34:13.392 W/[ 6328.746034@3]  RTW(    0): survey done event(47) band:0 for wlan0
06-12 16:34:13.392 W/        (    0): [ 6328.746047@3]  ========== ACS (VER-3) ==========
06-12 16:34:13.392 W/        (    0): [ 6328.746050@3]  Best 24G Channel:1
06-12 16:34:13.392 W/        (    0): [ 6328.746053@3]  Best 5G Channel:52
06-12 16:34:13.392 W/        (    0): [ 6328.746053@3]
06-12 16:34:13.392 W/[ 6328.746105@3]  RTW(    0): rtw_indicate_scan_done(wlan0)
06-12 16:34:13.392 W/[ 6328.746173@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3274
06-12 16:34:15.743 F/linker  ( 8480): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:18.563 W/[ 6333.916728@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 32
06-12 16:34:18.572 W/[ 6333.925629@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 38
06-12 16:34:19.273 V/DigitalSignage(  632): Package Name: null
06-12 16:34:19.274 V/DigitalSignage(  632): Left: 0
06-12 16:34:19.274 V/DigitalSignage(  632): Right: 0
06-12 16:34:19.274 V/DigitalSignage(  632): Top: 0
06-12 16:34:19.274 V/DigitalSignage(  632): Bottom: 0
06-12 16:34:19.274 D/DigitalSignage(  632): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 16:34:19.590 V/DigitalSignage(  632): Package Name: null
06-12 16:34:19.590 V/DigitalSignage(  632): Left: 0
06-12 16:34:19.590 V/DigitalSignage(  632): Right: 0
06-12 16:34:19.590 V/DigitalSignage(  632): Top: 0
06-12 16:34:19.590 V/DigitalSignage(  632): Bottom: 0
06-12 16:34:19.590 D/DigitalSignage(  632): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 16:34:20.746 F/linker  ( 8512): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:20.980 V/DigitalSignage(  632): Package Name: null
06-12 16:34:20.980 V/DigitalSignage(  632): Left: 0
06-12 16:34:20.980 V/DigitalSignage(  632): Right: 0
06-12 16:34:20.980 V/DigitalSignage(  632): Top: 0
06-12 16:34:20.980 V/DigitalSignage(  632): Bottom: 0
06-12 16:34:20.980 D/DigitalSignage(  632): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 16:34:20.998 D/ConnectivityService(  632): requestNetwork for uid/pid:10072/8170 NetworkRequest [ TRACK_DEFAULT id=65, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED Uid: 10072 AdministratorUids: [] RequestorUid: 10072 RequestorPackageName: in.startv.hotstar] ]
06-12 16:34:20.999 D/ConnectivityService(  632): NetReassign [65 : null → 100]
06-12 16:34:22.028 V/DigitalSignage(  632): Package Name: null
06-12 16:34:22.028 V/DigitalSignage(  632): Left: 0
06-12 16:34:22.028 V/DigitalSignage(  632): Right: 0
06-12 16:34:22.028 V/DigitalSignage(  632): Top: 0
06-12 16:34:22.028 V/DigitalSignage(  632): Bottom: 0
06-12 16:34:22.029 D/DigitalSignage(  632): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 16:34:23.264 W/[ 6338.619034@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1304
06-12 16:34:25.753 F/linker  ( 8571): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:28.359 W/[ 6343.715918@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1849
06-12 16:34:29.315 W/[ 6344.668805@3]  RTW(    0): Turbo EDCA =0xa42b
06-12 16:34:30.754 F/linker  ( 8589): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:31.331 W/[ 6346.684764@0]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 16:34:32.899 W/[ 6348.252731@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2336
06-12 16:34:33.463 W/[ 6348.817659@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2382
06-12 16:34:35.764 F/linker  ( 8605): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:38.527 W/[ 6353.884195@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2905
06-12 16:34:40.003 W/[ 6355.358345@0]  audit(    0): audit_lost=6828 audit_rate_limit=5 audit_backlog_limit=64
06-12 16:34:40.004 E/[ 6355.358356@0]  audit(    0): rate limit exceeded
06-12 16:34:40.768 F/linker  ( 8622): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:43.663 W/[ 6359.017318@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3582
06-12 16:34:45.773 F/linker  ( 8638): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:48.788 W/[ 6364.140976@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 4037
06-12 16:34:50.777 F/linker  ( 8653): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:53.379 W/[ 6368.733539@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 411
06-12 16:34:53.508 W/[ 6368.861571@3]  RTW(    0): Turbo EDCA =0xa42b
06-12 16:34:53.615 I/[ 6368.965996@2]  resman(    0): 184 appname:OMX-152, type=0
06-12 16:34:53.704 I/[ 6369.056047@0]  resman(    0): 184 acquire [decoder], preempt yes
06-12 16:34:53.710 I/[ 6369.056059@0]  resman(    0): 184 acquire [decoder] success
06-12 16:34:53.711 I/[ 6369.056091@0]  resman(    0): 184 acquire [codec_mm], preempt yes
06-12 16:34:53.711 I/[ 6369.056099@0]  resman(    0): 184 score 60 secure no
06-12 16:34:53.711 I/[ 6369.056105@0]  resman(    0): 184 acquire [codec_mm] success
06-12 16:34:53.720 I/[ 6369.073359@2]  [amlv4l](    0): [261]: DW:10, TW:0, Margin:5
06-12 16:34:53.725 D/[ 6369.073601@2]  [amlcom](    0): vdec_create instance 00000000bb13bc94, total 1, PM: power-domain
06-12 16:34:53.725 D/[ 6369.073736@2]  [media_clock](    0): vdec mux clock is 799999988 Hz
06-12 16:34:53.725 I/[ 6369.073914@2]  [amlcom](    0): vdec_init, dev_name:ammvdec_h264_v4l, vdec_type=VDEC_TYPE_FRAME_BLOCK, format: 2, total: 1
06-12 16:34:53.732 D/[ 6369.088115@2]  [h264](    0): 0: pdata->config=parm_v4l_codec_enable:1;mh264_double_write_mode:16;parm_v4l_buffer_margin:5;parm_v4l_canvas_mem_mode:0;parm_v4l_canvas_mem_endian:0;parm_v4l_low_latency_mode:0;parm_v4l_metadata_config_flag:49154;parm_v4l_duration:3840;
06-12 16:34:53.732 D/[ 6369.088163@2]  [h264](    0): ammvdec_h264_mmu_init tvp = 0x0
06-12 16:34:53.736 D/[ 6369.092386@2]  [media_clock](    0): vdec mux clock is 799999988 Hz
06-12 16:34:53.736 D/[ 6369.092859@2]  [h264](    0): vh264_init, phy_addr=57429000 vaddr=000000005ce46087
06-12 16:34:53.848 D/[ 6369.204496@2]  [h264](    0): 0: vmh264_get_ps_info mmu_enable 0 double_write_mode 0x10
06-12 16:34:53.848 I/[ 6369.204531@2]  [amlv4l](    0): [261]: Parse from ucode, visible(1920 x 1080), coded(1920 x 1088), scan:P, bitdepth(0), dw(10)
06-12 16:34:53.848 I/[ 6369.204747@3]  [amlv4l](    0): [261]: Picture buffer count: dec:5, vpp:0, ge2d:0, margin:5, total:10
06-12 16:34:53.848 D/[ 6369.204759@3]  [amlv4l](    0): [261]: Post event: res chg
06-12 16:34:53.880 I/[ 6369.234851@0]  dim(    0): reg:use[10]ms
06-12 16:34:53.880 I/[ 6369.234931@0]  dim(    0): create:ch[2],tmode[3]
06-12 16:34:53.880 I/[ 6369.234937@0]  dim(    0): out:0x80000000
06-12 16:34:53.884 D/[ 6369.239009@2]  [h264](    0): 0: restriction_flag=0, max_dec_frame_buffering=4, dec_dpb_size=5 num_reorder_frames 2 used_reorder_dpb_size_margin 5
06-12 16:34:53.943 D/[ 6369.267657@0]  [h264](    0): 0: decoder duration change old: 0 new: 3840
06-12 16:34:53.943 I/[ 6369.267788@2]  dim(    0): value reg:ch[2]:fix_buf:0;ponly <0,0>
06-12 16:34:53.943 I/[ 6369.267817@2]  dim(    0): di_cnt_i_buf1:tvp:0
06-12 16:34:53.943 I/[ 6369.267828@2]  dim(    0): buf large::0x4fb000, 0x5a1000
06-12 16:34:53.944 I/[ 6369.267865@2]  vpu(    0): vpu: vpu_dev_clk_gate_on: unsupport vpu mod: 72
06-12 16:34:53.944 I/[ 6369.268789@2]  dim(    0): ch[2]:reg:mem cfg[0][0][0]
06-12 16:34:54.020 I/[ 6369.367805@1]  VID(    0): VD1 off
06-12 16:34:54.020 I/[ 6369.368088@1]  vc(    0): [0]vc: set enable index=0, val=1
06-12 16:34:54.020 I/        (    0): [ 6369.368123@1]  dev->index =0, val=2
06-12 16:34:54.020 I/[ 6369.368127@1]  VID(    0): VD1 off
06-12 16:34:54.020 I/[ 6369.368135@1]  VID(    0): VD1 set global output as 1
06-12 16:34:54.020 I/[ 6369.368170@1]  VID(    0): store VD0 path_id changed -1->2
06-12 16:34:54.020 I/[ 6369.368214@1]  vc(    0): [0]sideband_type =-1
06-12 16:34:55.828 F/linker  ( 8691): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:34:55.942 D/CompatibilityChangeReporter(  632): Compat change id reported: 135634846; UID 10072; state: DISABLED
06-12 16:34:55.946 D/CompatibilityChangeReporter(  632): Compat change id reported: 143937733; UID 10072; state: ENABLED
06-12 16:34:56.061 W/ActivityManager(  632): Slow operation: 119ms so far, now at startProcess: returned from zygote!
06-12 16:34:56.062 W/ActivityManager(  632): Slow operation: 120ms so far, now at startProcess: done updating battery stats
06-12 16:34:56.062 W/ActivityManager(  632): Slow operation: 120ms so far, now at startProcess: building log message
06-12 16:34:56.062 I/ActivityManager(  632): Start proc 8707:com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0/u0i8 for  {in.startv.hotstar/org.chromium.content.app.SandboxedProcessService0:0}
06-12 16:34:56.062 W/ActivityManager(  632): Slow operation: 120ms so far, now at startProcess: starting to update pids map
06-12 16:34:56.062 W/ActivityManager(  632): Slow operation: 120ms so far, now at startProcess: done updating pids map
06-12 16:34:56.196 W/[ 6371.548754@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2159
06-12 16:34:56.279 D/CompatibilityChangeReporter(  632): Compat change id reported: 136274596; UID 10072; state: ENABLED
06-12 16:34:56.287 D/ConnectivityService(  632): requestNetwork for uid/pid:10072/8170 NetworkRequest [ TRACK_DEFAULT id=66, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED Uid: 10072 AdministratorUids: [] RequestorUid: 10072 RequestorPackageName: in.startv.hotstar] ]
06-12 16:34:56.287 D/ConnectivityService(  632): NetReassign [66 : null → 100]
06-12 16:34:56.294 D/ConnectivityService(  632): NetReassign [no changes]
06-12 16:34:58.759 W/[ 6374.116096@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3196
06-12 16:35:00.789 F/linker  ( 8769): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:35:01.571 W/[ 6376.924848@0]  RTW(    0): Turbo EDCA =0x5ea42b
06-12 16:35:03.179 W/[ 6378.536003@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 613
06-12 16:35:05.794 F/linker  ( 8781): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:35:08.223 W/[ 6383.578897@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2129
06-12 16:35:10.797 F/linker  ( 8795): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:35:13.352 W/[ 6388.707435@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3440
06-12 16:35:13.771 I/[ 6389.127205@1]  dim(    0): ch[2] in eos p-other
06-12 16:35:13.772 D/[ 6389.127317@1]  [amlv4l](    0): [261]: Post event: eos
06-12 16:35:13.772 I/[ 6389.128100@2]  [amlv4l](    0): [261]: reset mode: 1, es frames buffering: 0
06-12 16:35:13.779 I/[ 6389.133215@1]  [amlv4l](    0): [261]: reset mode: 1, es frames buffering: 0
06-12 16:35:13.803 I/[ 6389.156644@2]  dim(    0): unreg:2keep[0], msk:[0x0,0x0]
06-12 16:35:13.811 I/[ 6389.166751@2]  vpu(    0): vpu: vpu_dev_clk_gate_off: unsupport vpu mod: 72
06-12 16:35:13.812 I/[ 6389.167084@3]  dim(    0): unreg:use[27]ms
06-12 16:35:13.812 I/[ 6389.167091@3]  dim(    0): di_destroy_instance:ch[2]:end
06-12 16:35:13.812 I/[ 6389.168099@3]  dim(    0): reg:use[1]ms
06-12 16:35:13.812 I/[ 6389.168107@3]  dim(    0): create:ch[2],tmode[3]
06-12 16:35:13.812 I/[ 6389.168111@3]  dim(    0): out:0x80000000
06-12 16:35:14.133 I/[ 6389.487367@1]  [amlv4l](    0): [261]: reset mode: 1, es frames buffering: 0
06-12 16:35:14.140 I/[ 6389.494905@3]  [amlv4l](    0): [261]: reset mode: 1, es frames buffering: 0
06-12 16:35:14.167 I/[ 6389.521942@2]  [amlv4l](    0): [261]: reset mode: 1, es frames buffering: 0
06-12 16:35:14.171 D/[ 6389.527314@2]  [amlcom](    0): vdec_release instance 00000000bb13bc94, total 1
06-12 16:35:14.172 D/[ 6389.527477@2]  [media_clock](    0): the clk_vdec_mux    clock off, ref cnt: 0
06-12 16:35:14.172 I/[ 6389.527932@2]  dim(    0): unreg:use[0]ms
06-12 16:35:14.172 I/[ 6389.527940@2]  dim(    0): di_destroy_instance:ch[2]:end
06-12 16:35:14.172 I/[ 6389.528848@3]  resman(    0): 184 release [decoder]
06-12 16:35:14.172 I/[ 6389.528859@3]  resman(    0): 184 release [codec_mm]
06-12 16:35:14.176 E/        (    0): [ 6389.530981@3]  disalbe fastplay
06-12 16:35:14.187 I/[ 6389.541130@1]  resman(    0): 185 appname:OMX-153, type=0
06-12 16:35:14.215 I/[ 6389.568950@0]  resman(    0): 187 appname:secmem, type=3
06-12 16:35:14.220 I/[ 6389.572936@1]  resman(    0): 187 acquire [tvp], preempt yes
06-12 16:35:14.453 I/        (    0): [ 6389.805934@3]  protect tvp 0 7 ret 0 5b380000 a740000
06-12 16:35:14.453 I/        (    0): [ 6389.805947@3]  enable tvp for 1
06-12 16:35:14.453 I/        (    0): [ 6389.805950@3]  tvp_user_count is 1
06-12 16:35:14.453 I/[ 6389.805956@3]  resman(    0): 187 acquire [tvp] success
06-12 16:35:14.476 I/[ 6389.832491@1]  resman(    0): 185 acquire [decoder], preempt yes
06-12 16:35:14.476 I/[ 6389.832503@1]  resman(    0): 185 acquire [decoder] success
06-12 16:35:14.476 I/[ 6389.832536@1]  resman(    0): 185 acquire [codec_mm], preempt yes
06-12 16:35:14.476 I/[ 6389.832544@1]  resman(    0): 185 score 60 secure yes
06-12 16:35:14.476 I/[ 6389.832551@1]  resman(    0): 185 acquire [codec_mm] success
06-12 16:35:14.484 I/[ 6389.839512@3]  [amlv4l](    0): [263]: set DRM mode: 1
06-12 16:35:14.484 I/[ 6389.839664@3]  [amlv4l](    0): [263]: DW:3, TW:0, Margin:5
06-12 16:35:14.484 D/[ 6389.839874@3]  [amlcom](    0): vdec_create instance 00000000c9c94f61, total 1, PM: power-domain
06-12 16:35:14.484 D/[ 6389.840131@3]  [media_clock](    0): hevc mux clock is 499999992 Hz
06-12 16:35:14.484 D/[ 6389.840343@3]  [media_clock](    0): hevc back mux clock is 499999992 Hz
06-12 16:35:14.484 I/[ 6389.840519@3]  [amlcom](    0): vdec_init, dev_name:ammvdec_h265_v4l, vdec_type=VDEC_TYPE_FRAME_BLOCK, format: 11, total: 1
06-12 16:35:14.488 D/[ 6389.841367@3]  [h265](    0): [0]pdata->config=parm_v4l_codec_enable:1;parm_v4l_buffer_margin:5;hevc_double_write_mode:3;hevc_triple_write_mode:0;hevc_buf_width:4096;hevc_buf_height:2304;save_buffer_mode:0;parm_v4l_canvas_mem_mode:0;parm_v4l_canvas_mem_endian:0;parm_v4l_low_latency_mode:0;parm_v4l_metadata_config_flag:49154;parm_v4l_duration:4000;dv_profile:0;
06-12 16:35:14.489 D/[ 6389.841430@3]  [h265](    0): [0]discard dv data
06-12 16:35:14.489 D/[ 6389.841439@3]  [h265](    0): [0]dv_profile: 0
06-12 16:35:14.489 D/[ 6389.845615@3]  [h265](    0): [0]dynamic_buf_num_margin=5
06-12 16:35:14.489 D/[ 6389.845625@3]  [h265](    0): [0]double_write_mode=3
06-12 16:35:14.489 D/[ 6389.845629@3]  [h265](    0): [0]nal_skip_policy=2
06-12 16:35:14.489 D/[ 6389.845637@3]  [h265](    0): [0]h265:pts_unstable=0
06-12 16:35:14.489 D/[ 6389.845641@3]  [h265](    0): [0]h265: ver (201602101,0) decinfo: 0x0 rate=4000
06-12 16:35:14.491 D/[ 6389.846213@3]  [h265](    0): ucode version 4.138, swap enable 1
06-12 16:35:14.503 D/[ 6389.846524@3]  [media_clock](    0): hevc mux clock is 799999988 Hz
06-12 16:35:14.503 D/[ 6389.846744@3]  [media_clock](    0): hevc back mux clock is 799999988 Hz
06-12 16:35:14.503 D/[ 6389.846751@3]  [amlcom](    0): hevc video changed to 3840 x 2160 60 fps clk->800MHZ
06-12 16:35:14.544 E/[ 6389.898423@2]  selinux(    0): SELinux:  Could not stat /sys/devices/platform/vdec/ammvdec_h265_v4l.0/waiting_for_supplier: No such file or directory.
06-12 16:35:14.544 E/[ 6389.898442@2]  selinux(    0):  
06-12 16:35:15.822 F/linker  ( 8837): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:35:15.896 D/WindowManager(  632): Unhandled key: inputToken=android.os.BinderProxy@67998e2, title=in.startv.hotstar/com.hotstar.MainActivity, action=0, flags=0, keyCode=23, scanCode=0, metaState=0, repeatCount=0, policyFlags=1795162112
06-12 16:35:15.899 D/WindowManager(  632): No fallback.
06-12 16:35:15.909 D/WindowManager(  632): Unhandled key: inputToken=android.os.BinderProxy@67998e2, title=in.startv.hotstar/com.hotstar.MainActivity, action=1, flags=32, keyCode=23, scanCode=0, metaState=0, repeatCount=0, policyFlags=1795162112
06-12 16:35:15.909 D/WindowManager(  632): No fallback.
06-12 16:35:16.566 D/ConnectivityService(  632): releasing NetworkRequest [ TRACK_DEFAULT id=66, [ Capabilities: INTERNET&NOT_RESTRICTED&TRUSTED Uid: 10072 AdministratorUids: [] RequestorUid: 10072 RequestorPackageName: in.startv.hotstar] ] (release request)
06-12 16:35:16.621 I/ActivityManager(  632): Killing 8707:com.android.webview:sandboxed_process0:org.chromium.content.app.SandboxedProcessService0:0/u0a72i8 (adj 0): isolated not needed
06-12 16:35:16.644 I/[ 6391.998767@2]  binder(    0): undelivered transaction 3808173, process died.
06-12 16:35:16.644 I/[ 6391.998780@2]  binder(    0): undelivered transaction 3808179, process died.
06-12 16:35:16.644 I/[ 6391.998842@2]  binder(    0): undelivered transaction 3808168, process died.
06-12 16:35:16.691 D/KernelCpuUidUserSysTimeReader(  632): Removing uids 99002-99002
06-12 16:35:17.176 D/WindowManager(  632): Unhandled key: inputToken=android.os.BinderProxy@67998e2, title=in.startv.hotstar/com.hotstar.MainActivity, action=0, flags=0, keyCode=19, scanCode=0, metaState=0, repeatCount=0, policyFlags=1795162112
06-12 16:35:17.176 D/WindowManager(  632): No fallback.
06-12 16:35:17.196 D/WindowManager(  632): Unhandled key: inputToken=android.os.BinderProxy@67998e2, title=in.startv.hotstar/com.hotstar.MainActivity, action=1, flags=32, keyCode=19, scanCode=0, metaState=0, repeatCount=0, policyFlags=1795162112
06-12 16:35:17.197 D/WindowManager(  632): No fallback.
06-12 16:35:17.204 V/DigitalSignage(  632): Package Name: null
06-12 16:35:17.204 V/DigitalSignage(  632): Left: 0
06-12 16:35:17.204 V/DigitalSignage(  632): Right: 0
06-12 16:35:17.204 V/DigitalSignage(  632): Top: 0
06-12 16:35:17.204 V/DigitalSignage(  632): Bottom: 0
06-12 16:35:17.205 D/DigitalSignage(  632): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
