--------- beginning of kernel
06-12 11:11:27.829 W/[ 4077.418805@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 14
06-12 11:11:28.690 D/[ 4078.276862@3]  logd(    0): logdr: UID=0 GID=0 PID=23330 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 11:11:28.690 D/[ 4078.278456@2]  logd(    0): Skipping 4294967295 entries from slow reader, pid 23330, from LogBuffer::kickMe()
--------- beginning of system
06-12 11:11:28.858 I/ActivityTaskManager(  628): START u0 {flg=0x10000000 cmp=in.startv.hotstar/com.hotstar.MainActivity} from uid 0
06-12 11:11:46.197 V/DigitalSignage(  628): Bottom: 0
06-12 11:11:46.197 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:11:46.200 V/DigitalSignage(  628): Package Name: null
06-12 11:11:46.200 V/DigitalSignage(  628): Left: 0
06-12 11:11:46.200 V/DigitalSignage(  628): Right: 0
06-12 11:11:46.200 V/DigitalSignage(  628): Top: 0
06-12 11:11:46.200 V/DigitalSignage(  628): Bottom: 0
06-12 11:11:46.200 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:11:46.206 V/DigitalSignage(  628): Package Name: null
06-12 11:11:46.206 V/DigitalSignage(  628): Left: 0
06-12 11:11:46.206 V/DigitalSignage(  628): Right: 0
06-12 11:11:46.206 V/DigitalSignage(  628): Top: 0
06-12 11:11:46.206 V/DigitalSignage(  628): Bottom: 0
06-12 11:11:46.206 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:11:46.210 V/DigitalSignage(  628): Package Name: null
06-12 11:11:46.210 V/DigitalSignage(  628): Left: 0
06-12 11:11:46.210 V/DigitalSignage(  628): Right: 0
06-12 11:11:46.210 V/DigitalSignage(  628): Top: 0
06-12 11:11:46.210 V/DigitalSignage(  628): Bottom: 0
06-12 11:11:46.211 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:11:46.211 V/DigitalSignage(  628): Package Name: null
06-12 11:11:46.211 V/DigitalSignage(  628): Left: 0
06-12 11:11:46.211 V/DigitalSignage(  628): Right: 0
06-12 11:11:46.211 V/DigitalSignage(  628): Top: 0
06-12 11:11:46.211 V/DigitalSignage(  628): Bottom: 0
06-12 11:11:46.211 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:11:46.409 V/DigitalSignage(  628): Package Name: null
06-12 11:11:46.409 V/DigitalSignage(  628): Left: 0
06-12 11:11:46.409 V/DigitalSignage(  628): Right: 0
06-12 11:11:46.409 V/DigitalSignage(  628): Top: 0
06-12 11:11:46.409 V/DigitalSignage(  628): Bottom: 0
06-12 11:11:46.410 D/DigitalSignage(  628): else - Package Name :: null left : 0 right :: 0 top :: 0 bottom :: 0 dfu-right :: 1920 dfu-bottom :: 1080
06-12 11:11:47.411 I/ActivityManager(  628): Force stopping io.appium.uiautomator2.server appid=10096 user=0: from pid 23607
06-12 11:11:47.412 I/ActivityManager(  628): Killing 23280:io.appium.uiautomator2.server/u0a96 (adj 0): stop io.appium.uiautomator2.server due to from pid 23607
06-12 11:11:47.414 W/ActivityManager(  628): Crash of app io.appium.uiautomator2.server running instrumentation ComponentInfo{io.appium.uiautomator2.server.test/androidx.test.runner.AndroidJUnitRunner}
06-12 11:11:47.414 I/ActivityManager(  628): Force stopping io.appium.uiautomator2.server appid=10096 user=0: finished inst
06-12 11:11:47.421 I/ActivityManager(  628): Force stopping io.appium.uiautomator2.server.test appid=10095 user=0: from pid 23608
06-12 11:11:47.474 W/WindowManager(  628): removeWindowToken: Attempted to remove non-existing token: android.os.Binder@fe0e954
06-12 11:11:47.853 W/[ 4097.443554@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 822
06-12 11:11:48.980 F/linker  (23639): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:11:49.029 W/[ 4098.620459@3]  audit(    0): audit_lost=4339 audit_rate_limit=5 audit_backlog_limit=64
06-12 11:11:49.029 E/[ 4098.620467@3]  audit(    0): rate limit exceeded
06-12 11:11:52.790 W/[ 4102.378682@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1245
06-12 11:11:53.986 F/linker  (23653): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:11:55.849 W/[ 4105.436830@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1534
06-12 11:11:58.037 W/[ 4107.627285@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1711
06-12 11:11:58.409 W/[ 4107.996869@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1743
06-12 11:11:58.993 F/linker  (23680): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:02.777 W/[ 4112.367082@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2130
06-12 11:12:03.995 F/linker  (23730): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:07.885 W/[ 4117.476210@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2589
06-12 11:12:09.007 F/linker  (23787): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:09.159 W/[ 4118.748870@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2674
06-12 11:12:13.022 W/[ 4122.611340@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2966
06-12 11:12:14.007 F/linker  (23854): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:18.062 W/[ 4127.649653@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3433
06-12 11:12:19.010 F/linker  (23901): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:22.218 W/[ 4131.804857@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3781
06-12 11:12:23.285 W/[ 4132.874898@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3862
06-12 11:12:24.021 F/linker  (23923): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:28.422 W/[ 4138.011473@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 186
06-12 11:12:29.021 F/linker  (23933): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:33.197 W/[ 4142.786678@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 607
06-12 11:12:34.028 F/linker  (23947): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:35.273 W/[ 4144.860922@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 817
06-12 11:12:38.353 W/[ 4147.943646@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1082
06-12 11:12:39.029 F/linker  (23958): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:42.738 W/[ 4152.325466@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1427
06-12 11:12:44.037 F/linker  (23972): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:47.795 I/ActivityManager(  628): Force stopping io.appium.uiautomator2.server appid=10096 user=0: from pid 23984
06-12 11:12:47.798 I/ActivityManager(  628): Force stopping io.appium.uiautomator2.server.test appid=10095 user=0: from pid 23985
06-12 11:12:47.850 W/[ 4157.440169@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1879
06-12 11:12:48.586 W/[ 4158.172809@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1921
06-12 11:12:49.040 F/linker  (24011): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:50.121 W/[ 4159.708891@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2002
06-12 11:12:52.946 W/[ 4162.534748@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2117
06-12 11:12:54.043 F/linker  (24025): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:12:58.057 W/[ 4167.645706@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2406
06-12 11:12:59.049 F/linker  (24039): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:01.639 W/[ 4171.228822@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2616
06-12 11:13:02.837 W/[ 4172.426832@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2689
06-12 11:13:04.053 F/linker  (24048): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:08.266 W/[ 4177.855084@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2954
06-12 11:13:09.057 F/linker  (24061): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:13.377 W/[ 4182.966303@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3183
06-12 11:13:14.064 F/linker  (24072): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:14.695 W/[ 4184.284850@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3252
06-12 11:13:18.544 W/[ 4188.134369@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3478
06-12 11:13:19.073 F/linker  (24087): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:23.598 W/[ 4193.187165@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3697
06-12 11:13:24.078 F/linker  (24096): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:27.681 W/[ 4197.271682@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3898
06-12 11:13:29.086 F/linker  (24109): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:30.058 W/[ 4199.644848@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 4028
06-12 11:13:32.105 W/[ 4201.692814@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 25
06-12 11:13:32.202 W/[ 4201.791367@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 32
06-12 11:13:32.797 W/[ 4202.385751@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 71
06-12 11:13:34.093 F/linker  (24122): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:36.714 W/[ 4206.300815@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 283
06-12 11:13:37.905 W/[ 4207.496085@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 360
06-12 11:13:39.096 F/linker  (24135): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:40.039 W/[ 4209.628819@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 452
06-12 11:13:43.058 W/[ 4212.646332@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 597
06-12 11:13:44.102 F/linker  (24146): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:48.209 W/[ 4217.799393@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 835
06-12 11:13:49.109 F/linker  (24159): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:49.117 W/[ 4218.707904@3]  audit(    0): audit_lost=4458 audit_rate_limit=5 audit_backlog_limit=64
06-12 11:13:49.118 E/[ 4218.707910@3]  audit(    0): rate limit exceeded
06-12 11:13:53.197 W/[ 4222.785811@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1051
06-12 11:13:54.108 F/linker  (24170): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:13:54.121 W/[ 4223.708798@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1095
06-12 11:13:57.709 W/[ 4227.298616@3]  RTW(    0): cfg80211_rtw_scan(wlan0)
06-12 11:13:57.709 W/[ 4227.298635@3]  RTW(    0): cfg80211_rtw_scan (wlan0) tx:69, rx:40, bi:109 kbps, disallow(0)
06-12 11:13:57.713 W/[ 4227.302803@2]  RTW(    0): [HW_VAR_CHECK_TXBUF] Empty in 0 ms
06-12 11:13:57.713 W/[ 4227.302970@2]  RTW(    0): wlan0 sleep m0=0x00000003, ori reg_0x4d4=0x00000000
06-12 11:13:58.406 W/[ 4227.993100@1]  RTW(    0): LeaveAllPowerSaveModeDirect.....
06-12 11:13:58.406 W/[ 4227.993124@1]  RTW(    0): LeaveAllPowerSaveModeDirect: Driver Already Leave LPS
06-12 11:13:58.406 W/[ 4227.993139@1]  RTW(    0): rtw_hal_set_macaddr_port wlan0- hw port(0) mac_addr =a8:71:16:66:28:c6
06-12 11:13:58.406 W/[ 4227.993437@1]  RTW(    0): wlan0- hw port(0) mac_addr =a8:71:16:66:28:c6
06-12 11:13:58.406 W/[ 4227.993573@1]  RTW(    0): p2p0- hw port(1) mac_addr =aa:71:16:66:28:c6
06-12 11:13:58.414 W/[ 4228.001392@1]  RTW(    0): wlan0 wakeup m0=0x00000003, ori reg_0x4d4=0x00000003
06-12 11:13:58.414 W/[ 4228.002271@1]  RTW(    0): survey done event(43) band:0 for wlan0
06-12 11:13:58.414 W/        (    0): [ 4228.002284@1]  ========== ACS (VER-3) ==========
06-12 11:13:58.414 W/        (    0): [ 4228.002287@1]  Best 24G Channel:5
06-12 11:13:58.414 W/        (    0): [ 4228.002290@1]  Best 5G Channel:40
06-12 11:13:58.414 W/        (    0): [ 4228.002290@1]
06-12 11:13:58.414 W/[ 4228.002338@1]  RTW(    0): rtw_indicate_scan_done(wlan0)
06-12 11:13:58.414 W/[ 4228.003528@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1310
06-12 11:13:59.115 F/linker  (24188): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:03.593 W/[ 4233.181228@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1556
06-12 11:14:04.123 F/linker  (24203): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:04.614 W/[ 4234.204865@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1615
06-12 11:14:08.645 W/[ 4238.234996@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1793
06-12 11:14:09.124 F/linker  (24213): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:12.726 W/[ 4242.314761@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1978
06-12 11:14:14.133 F/linker  (24228): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:17.829 W/[ 4247.418214@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2290
06-12 11:14:17.877 W/[ 4247.465133@2]  audit(    0): audit_lost=4579 audit_rate_limit=5 audit_backlog_limit=64
06-12 11:14:17.878 E/[ 4247.465143@2]  audit(    0): rate limit exceeded
06-12 11:14:19.135 F/linker  (24237): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:22.446 W/[ 4252.033720@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2502
06-12 11:14:22.536 W/[ 4252.124887@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2507
06-12 11:14:22.536 W/[ 4252.124922@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2506
06-12 11:14:22.638 W/[ 4252.227118@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2511
06-12 11:14:22.905 W/[ 4252.496585@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2529
06-12 11:14:24.141 F/linker  (24251): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:28.033 W/[ 4257.624669@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2748
06-12 11:14:28.936 W/[ 4258.524813@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2778
06-12 11:14:29.153 F/linker  (24260): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:33.162 W/[ 4262.752094@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 2968
06-12 11:14:34.155 F/linker  (24275): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:38.285 W/[ 4267.875669@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3228
06-12 11:14:39.162 F/linker  (24284): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:43.397 W/[ 4272.984936@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3463
06-12 11:14:44.166 F/linker  (24299): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:48.498 W/[ 4278.086280@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3709
06-12 11:14:49.170 F/linker  (24309): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:52.234 W/[ 4281.820981@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3870
06-12 11:14:53.000 W/[ 4282.588853@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3914
06-12 11:14:53.625 W/[ 4283.215664@2]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3940
06-12 11:14:54.172 F/linker  (24319): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:14:57.709 W/[ 4287.300419@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 42
06-12 11:14:59.180 F/linker  (24338): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:15:02.817 W/[ 4292.407839@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 320
06-12 11:15:04.187 F/linker  (24347): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:15:04.778 W/[ 4294.364810@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 412
06-12 11:15:04.937 W/[ 4294.528245@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 434
06-12 11:15:07.965 W/[ 4297.556162@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 590
06-12 11:15:09.191 F/linker  (24360): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:15:13.110 W/[ 4302.697744@3]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 830
06-12 11:15:14.199 F/linker  (24372): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:15:17.322 W/[ 4306.908872@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1024
06-12 11:15:17.809 W/[ 4307.399360@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1065
06-12 11:15:19.203 F/linker  (24385): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:15:22.882 W/[ 4312.469810@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1305
06-12 11:15:24.210 F/linker  (24394): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
